"","corr...38. R","corr...38. sig","massloss R","massloss sig","cellulase R","cellulase sig","chitinase R","chitinase sig","phosphatase R","phosphatase sig","protease R","protease sig","phenoloxydase R","phenoloxydase sig","peroxydase R","peroxydase sig","cellulase2phenolxydase R","cellulase2phenolxydase sig","cellulase2peroxydase R","cellulase2peroxydase sig","chitinase2phenoloxydase R","chitinase2phenoloxydase sig","chitinase2peroxydase R","chitinase2peroxydase sig","phosphatase2phenoloxydase R","phosphatase2phenoloxydase sig","phosphatase2peroxydase R","phosphatase2peroxydase sig","protase2phenoloxydase R","protase2phenoloxydase sig","protease2peroxydase R","protease2peroxydase sig","aa_conc R","aa_conc sig","g_prot_depoly R","g_prot_depoly sig","g_aa_immo R","g_aa_immo sig","g_n_min R","g_n_min sig","g_nh4_immo R","g_nh4_immo sig","g_nitrifi R","g_nitrifi sig","g_n03_immo R","g_n03_immo sig","g_p_min R","g_p_min sig","g_p_immo R","g_p_immo sig","g_glucan_depoly R","g_glucan_depoly sig","net_glucan_depoly R","net_glucan_depoly sig","g_glucose_consumption R","g_glucose_consumption sig","glucose_conc R","glucose_conc sig","C_mic R","C_mic sig","N_.mic R","N_.mic sig","P_mic R","P_mic sig","C.N_mic R","C.N_mic sig","C.Pmic R","C.Pmic sig","N.Pmic R","N.Pmic sig","total.PFLA.content R","total.PFLA.content sig","identified.PLFA.content R","identified.PLFA.content sig","approx..Fungal.Biomass R","approx..Fungal.Biomass sig","main.fungal.marker.18.2.9.12.c R","main.fungal.marker.18.2.9.12.c sig","Sum.of.gram.positiv.markers R","Sum.of.gram.positiv.markers sig","Sum.of.general.bacterial.markers.incl..gram. R","Sum.of.general.bacterial.markers.incl..gram. sig","ratioF.B.1 R","ratioF.B.1 sig","ratioF.B.2 R","ratioF.B.2 sig","ratioF.B.3 R","ratioF.B.3 sig","al R","al sig","ar R","ar sig","bf R","bf sig","c R","c sig","cp R","cp sig","cut0 R","cut0 sig","cut1 R","cut1 sig","f R","f sig","g R","g sig","ind R","ind sig","o R","o sig","p R","p sig","ph R","ph sig","Ph R","Ph sig","short R","short sig","sy R","sy sig","ter R","ter sig","unk R","unk sig","al.1 R","al.1 sig","C R","C sig","Cut R","Cut sig","L R","L sig","N R","N sig","non R","non sig","Ph.1 R","Ph.1 sig","unk.1 R","unk.1 sig","adf R","adf sig","cellulose R","cellulose sig","llignin_extr R","llignin_extr sig","starch R","starch sig","C_lit R","C_lit sig","N_lit R","N_lit sig","P_lit R","P_lit sig","C.N_lit R","C.N_lit sig","C.P_lit R","C.P_lit sig","N.P_lit R","N.P_lit sig","NH4.concentration R","NH4.concentration sig","NO3.concentration R","NO3.concentration sig","PO4.concentration R","PO4.concentration sig","DOC R","DOC sig","TN R","TN sig","DON R","DON sig","K.litter R","K.litter sig","CA.litter R","CA.litter sig","MG.litter R","MG.litter sig","FE.litter R","FE.litter sig","MN.litter R","MN.litter sig","ZN.litter R","ZN.litter sig","corr...60. R","corr...60. sig","recidx R","recidx sig","L_PH R","L_PH sig"
"P_lit","-0.0382363975384766","n.s.","0.0270379470466142","n.s.","0.738066080068527","***","0.765226249029088","***","0.52964246755173","*","0.57152724039117","*","0.591747241591567","**","0.691763596127065","**","0.561828729003774","*","0.310583760900422","n.s.","0.570533950115361","*","0.26870417271969","n.s.","-0.482802224309743","*","-0.557176605646974","*","-0.28088350673001","n.s.","-0.275912734624569","n.s.","0.843197014405702","***","0.592929057583148","**","0.795659877021035","***","0.646185989593011","**","0.665821425701419","**","0.59158323550125","**","0.47584586513035","*","0.924050898065879","***","0.571376837326488","*","0.729497643334955","***","-0.393998742422865",".","0.639681561864192","**","0.52986478276521","*","0.781774710936042","***","0.751702085311663","***","-0.244597915419754","n.s.","0.367152032191642","n.s.","0.615951890835688","**","0.538673787971514","*","0.42610718468948",".","0.367102341810506","n.s.","-0.125655623312889","n.s.","-0.12565560574218","n.s.","0.481668513618886","*","0.542435175457606","*","-0.411073559013564",".","0.190178000933526","n.s.","-0.676112536904093","**","-0.148266232069413","n.s.","0.535424797285497","*","-0.819689343245447","***","0.100612615813598","n.s.","0.647761309504336","**","0.433321689014296",".","0.763825871534191","***","-0.0721958004613867","n.s.","0.546683285135991","*","0.199813850690953","n.s.","0.0327875248642683","n.s.","0.581407452818921","**","-0.55903943162315","*","-0.731320505201033","***","0.51654280222537","*","0.170968995787587","n.s.","-0.585602498204347","**","-0.149475571116546","n.s.","-0.311050102066918","n.s.","0.223864285985485","n.s.","0.633063743852737","**","0.492607323888782","*","0.526090046746803","*","0.537061702766335","*","-0.730176130137939","***","-0.711320322398587","***","-0.85272370215736","***","-0.805374401972336","***","-0.825907380918848","***","0.280415189372164","n.s.","-0.410499721803591",".","0.575466221626674","**","1","***","-0.541663736784342","*","-0.975156500647437","***","-0.760917991181793","***","0.707655388693953","***","0.615296902648748","**","0.913596339130461","***","0.750743252635685","***","0.755420301764327","***","0.127696877473521","n.s.","0.244169254812142","n.s.","0.135991595261379","n.s.","-0.321746352389013","n.s.","0.117208171697304","n.s.","0.630949355772062","**","0.730509075649539","***","-0.0266296296073864","n.s.","-0.100007168953513","n.s.","-0.701783840204363","***"
"C.N_lit","-0.392361096272106","n.s.","-0.0404446415238057","n.s.","-0.69224450659302","**","-0.844836247072092","***","-0.510501032010892","*","0.0259863589261547","n.s.","-0.678654655370584","**","-0.673375020954606","**","-0.265375931935951","n.s.","-0.2541537255981","n.s.","-0.559045513636925","*","-0.42930606142971",".","0.586574212117433","**","0.497436290890338","*","0.616908188326103","**","0.597687120611385","**","-0.780609315047004","***","-0.339639385360469","n.s.","-0.261526323656396","n.s.","-0.781892575211644","***","-0.761682660222777","***","-0.637055495598624","**","-0.591042340077301","**","-0.409184931199334",".","-0.105403086482921","n.s.","-0.668755163022837","**","0.57450389113794","*","-0.71240690162082","***","-0.728073585708862","***","-0.812740894345555","***","-0.722718837188906","***","0.344804274877162","n.s.","-0.454908923464569",".","-0.75915249102861","***","-0.658754902687547","**","-0.730712282161436","***","-0.6962302790889","***","-0.246896853075527","n.s.","-0.246896867126159","n.s.","-0.234343258110085","n.s.","-0.822779669989285","***","0.115859832191086","n.s.","-0.0554201358793481","n.s.","0.853377648095375","***","-0.665143227223058","**","-0.87944245995918","***","0.575747190378898","**","0.613602003080839","**","-0.62199591476292","**","-0.823846801352428","***","-0.890975895664917","***","0.84496654828229","***","0.0523303888448165","n.s.","-0.803059451519834","***","0.464228119964199","*","-0.85010951224149","***","-0.327877678858209","n.s.","-0.035880618591817","n.s.","-0.406503990545074",".","-0.10207880091915","n.s.","0.739277276054545","***","0.771336862900105","***","-0.156148015770422","n.s.","0.648410940822093","**","-0.89273412905386","***","0.014100801017507","n.s.","-0.880689193144764","***","-0.551435064932348","*","-0.0391275657879417","n.s.","0.768743776167781","***","0.459642327319553",".","0.671793343616035","**","0.371854880169748","n.s.","0.388553029164338","n.s.","-0.0313787536249919","n.s.","-0.994657398364482","***","-0.541663736784342","*","1","***","0.350767429124523","n.s.","-0.125735907173342","n.s.","-0.90052779756416","***","-0.892458715663509","***","-0.37644898032501","n.s.","-0.637563895824475","**","-0.635975980721199","**","0.229721880755526","n.s.","-0.904453910479646","***","0.645219880872917","**","0.631966367646762","**","0.620102694949438","**","-0.89351363222806","***","-0.626870868770055","**","0.110417000421557","n.s.","0.739994853833518","***","-0.0468687487010203","n.s."
"C.P_lit","0.131187541080174","n.s.","0.00212530646054954","n.s.","-0.641498387296923","**","-0.634520332564685","**","-0.44868153718116",".","-0.630512375624178","**","-0.484894691916464","*","-0.615565010635112","**","-0.54136881464407","*","-0.245314817730481","n.s.","-0.48753911777671","*","-0.167921993538532","n.s.","0.389817362462899",".","0.511838548806051","*","0.161311396156345","n.s.","0.169476832625474","n.s.","-0.732986424145949","***","-0.573772485797653","*","-0.804720170721567","***","-0.523451242419236","*","-0.551759264422557","*","-0.493034460190002","*","-0.37767685662855","n.s.","-0.910394155538039","***","-0.607365209903703","**","-0.633320582802933","**","0.289212657469605","n.s.","-0.518531026712489","*","-0.40468242555471",".","-0.670067069326121","**","-0.6393297146533","**","0.178324345961335","n.s.","-0.322849637987355","n.s.","-0.500584926910839","*","-0.423114019233242",".","-0.310733028209609","n.s.","-0.254303398946238","n.s.","0.171574514061835","n.s.","0.171574486543068","n.s.","-0.499252910602713","*","-0.409154231444547",".","0.432838326324951",".","-0.189112697040979","n.s.","0.530854241784117","*","0.32716683733371","n.s.","-0.374440814613482","n.s.","0.761333963846086","***","-0.276043872759119","n.s.","-0.560959748459658","*","-0.2685543233793","n.s.","-0.622956965602412","**","-0.137498739172685","n.s.","-0.615694425335197","**","-0.0189059999591411","n.s.","-0.144611444406164","n.s.","-0.426811249418049",".","0.710181317294552","***","0.824288976190972","***","-0.472819252655122","*","-0.162693794296288","n.s.","0.462272477300116","*","-0.0300977599737119","n.s.","0.376743305406131","n.s.","-0.419937463992708",".","-0.475192913097059","*","-0.546460021347966","*","-0.358325700922068","n.s.","-0.460347716817002","*","0.823879449111969","***","0.593898982780075","**","0.840495793174858","***","0.733176631506073","***","0.832776831174331","***","-0.392624619626116","n.s.","0.490011144632043","*","-0.387734392491602","n.s.","-0.975156500647437","***","0.350767429124523","n.s.","1","***","0.881586406241052","***","-0.554031637545361","*","-0.454672055432068",".","-0.92977830767601","***","-0.675151193118389","**","-0.680281753281837","**","-0.206643817724539","n.s.","-0.0407436382473151","n.s.","-0.308208233442096","n.s.","0.195663821614451","n.s.","-0.289059517254115","n.s.","-0.473884442957435","*","-0.645472076973163","**","0.0210347858970879","n.s.","-0.0750472330831641","n.s.","0.80183090952214","***"
"N.P_lit","0.365752137147521","n.s.","0.0212298497160322","n.s.","-0.305734289761543","n.s.","-0.231098073538053","n.s.","-0.176467154288584","n.s.","-0.681252450369202","**","-0.144933829034683","n.s.","-0.297129810598829","n.s.","-0.410049339463974",".","-0.0965954938383092","n.s.","-0.23186380007408","n.s.","0.0443647940719743","n.s.","0.0766336296348883","n.s.","0.264343633655249","n.s.","-0.188387478404437","n.s.","-0.161530731901731","n.s.","-0.369396139532051","n.s.","-0.415357449613794",".","-0.70494397843109","***","-0.160127817951009","n.s.","-0.200401440553143","n.s.","-0.199646208467416","n.s.","-0.110099744028721","n.s.","-0.725972141891426","***","-0.559375865891987","*","-0.34277630428232","n.s.","0.00269285959807249","n.s.","-0.188804118551844","n.s.","-0.0498832454599224","n.s.","-0.287804190994137","n.s.","-0.291955797134403","n.s.","-0.0444013783858204","n.s.","-0.122357179057236","n.s.","-0.116407590176445","n.s.","-0.0759378215391497","n.s.","0.0359144951078002","n.s.","0.0832986039705153","n.s.","0.304240984858794","n.s.","0.30424094983615","n.s.","-0.372940647529992","n.s.","-0.0151791169006841","n.s.","0.358152706093812","n.s.","-0.107958683366093","n.s.","0.12180780407573","n.s.","0.651238642038404","**","0.0384924825853338","n.s.","0.494098778968133","*","-0.576930368674086","**","-0.247713235186067","n.s.","0.15051354613413","n.s.","-0.203141477720367","n.s.","-0.574979850213831","*","-0.638102771716256","**","0.34399886600852","n.s.","-0.356257736668744","n.s.","-0.0520039118289582","n.s.","0.896379357452945","***","0.859307396493582","***","-0.27927810523013","n.s.","-0.0971374750922334","n.s.","0.078273192287608","n.s.","-0.42627335205883",".","0.414453972335905",".","-0.751390848436926","***","-0.0395837374562174","n.s.","-0.54640195379491","*","0.0318929592677638","n.s.","-0.204226573775482","n.s.","0.860595809301938","***","0.224107938326249","n.s.","0.646101071239323","**","0.442394048029855",".","0.677565720181748","**","-0.506883279626735",".","0.50524108457505","*","0.0818796516842428","n.s.","-0.760917991181793","***","-0.125735907173342","n.s.","0.881586406241052","***","1","***","-0.119658514436437","n.s.","-0.0378902656659383","n.s.","-0.782115656281665","***","-0.437583860987429",".","-0.443609009103148",".","-0.396003812375565",".","0.419391078343397",".","-0.615182189499159","**","-0.159156912457437","n.s.","-0.570741978575398","*","-0.0315354823144708","n.s.","-0.364312806158978","n.s.","-0.0149312130992528","n.s.","-0.4716939391499","*","0.864645884608501","***"
"NH4.concentration","0.312853572600786","n.s.","0.016903009616702","n.s.","0.88101051990151","***","0.968374961854451","***","0.723412700919118","***","0.251635795528812","n.s.","0.85492954292424","***","0.738167939859464","***","0.436466669219024",".","0.473561852326956","*","0.580445121683057","**","0.482314533024009","*","-0.754415729960189","***","-0.586052394368706","**","-0.702250283152733","***","-0.620768627987446","**","0.895935461246666","***","0.509916267698285","*","0.548811351344197","*","0.818614486458686","***","0.811463658712717","***","0.724966767645928","***","0.618038163471917","**","0.649198572333127","**","0.338400144927082","n.s.","0.722982472012313","***","-0.618647229640331","**","0.744881343787335","***","0.740727442294076","***","0.912614203414083","***","0.881235859632568","***","-0.499203129581352","*","0.377909519572659","n.s.","0.837095722803649","***","0.785400084402733","***","0.576321588866541","**","0.540691189961487","*","0.0194657999870167","n.s.","0.0194658265968513","n.s.","0.385614112185464","n.s.","0.719153561375257","***","-0.322977005629564","n.s.","0.385312167837836","n.s.","-0.879981785655776","***","0.370304071437372","n.s.","0.838287525741797","***","-0.765227204979943","***","-0.431100368775673",".","0.801349415543559","***","0.858548720469293","***","0.944399065734688","***","-0.692800849996028","**","0.227977041980149","n.s.","0.544136397903364","*","-0.275447778870528","n.s.","0.767745115643378","***","0.0340835319507118","n.s.","-0.269086626400067","n.s.","0.545048991896022","*","0.189620545773882","n.s.","-0.878330800908384","***","-0.668634392588659","**","-0.191454940732228","n.s.","-0.392299880326689",".","0.93914120342021","***","0.238445789272698","n.s.","0.755847904488095","***","0.626956783165157","**","-0.266029456658717","n.s.","-0.875713706443295","***","-0.709895183608909","***","-0.841137961905405","***","-0.634914139300652","**","-0.0669916035106542","n.s.","-0.215337306340615","n.s.","0.894378700043014","***","0.707655388693953","***","-0.90052779756416","***","-0.554031637545361","*","-0.119658514436437","n.s.","1","***","0.887069496655905","***","0.546625898764368","*","0.571086831131965","*","0.576945250596334","**","-0.38741917365753","n.s.","0.797563428403625","***","-0.311566909535965","n.s.","-0.755882617129659","***","-0.288104845809745","n.s.","0.946843735639252","***","0.724621200905011","***","0.0724075188721953","n.s.","-0.674249178627279","**","-0.187566078656144","n.s."
"NO3.concentration","0.356680273089419","n.s.","0.0737829033638976","n.s.","0.679292666882651","**","0.803424587883263","***","0.50936221551566","*","0.133005867061998","n.s.","0.626665087592121","**","0.613154792413446","**","0.321531535336501","n.s.","0.264653554347099","n.s.","0.609166322700098","**","0.434748432624321",".","-0.546438412029249","*","-0.54266734901803","*","-0.509554109761062","*","-0.55233747459316","*","0.766225231522551","***","0.395048520904186",".","0.356983251665542","n.s.","0.672596363570242","**","0.661463054868894","**","0.654180921254336","**","0.619526835640786","**","0.528992024395689","*","0.273141063533454","n.s.","0.71526059306776","***","-0.503767621101492","*","0.702311717599679","***","0.655279934130455","**","0.740675871029558","***","0.747483794908677","***","-0.244358788283734","n.s.","0.280384666868935","n.s.","0.63371437698558","**","0.602206258526019","**","0.725031304091742","***","0.673041040022862","**","0.230496368319127","n.s.","0.230496426676148","n.s.","0.246554311855438","n.s.","0.760665073518594","***","-0.0321476789598302","n.s.","0.143331503279914","n.s.","-0.729988817028563","***","0.504407446116646","*","0.738029971485876","***","-0.597780665978793","**","-0.434665626450881",".","0.57467603321247","*","0.738083434375543","***","0.824631141902656","***","-0.683090147188987","**","0.0657368749575598","n.s.","0.652551143574622","**","-0.258255104013577","n.s.","0.794198937661688","***","0.145005205829646","n.s.","-0.118012515301169","n.s.","0.29180120331019","n.s.","0.227561911567066","n.s.","-0.710052419450986","***","-0.598173172574419","**","0.0891684592552083","n.s.","-0.478905872700636","*","0.814426260024209","***","0.117001010126207","n.s.","0.801454050941572","***","0.413105076928103",".","-0.115241913299483","n.s.","-0.70366105538743","***","-0.56238169774495","*","-0.746781519260563","***","-0.478165494554727","*","-0.297234304979172","n.s.","-0.0451846903511429","n.s.","0.889026597441552","***","0.615296902648748","**","-0.892458715663509","***","-0.454672055432068",".","-0.0378902656659383","n.s.","0.887069496655905","***","1","***","0.465764852348189","*","0.612671225065054","**","0.622511340704713","**","-0.250144317454585","n.s.","0.735051898991973","***","-0.480123926289694","*","-0.538264889331554","*","-0.453128965783686",".","0.803978932196806","***","0.610086978378218","**","-0.0382172439301014","n.s.","-0.588403616111864","**","-0.0669092475737278","n.s."
"PO4.concentration","0.0084417180567091","n.s.","0.0567324530582821","n.s.","0.62724920970406","**","0.610545791453129","**","0.524503517088143","*","0.487234200308299","*","0.482794541621015","*","0.686136800095865","**","0.581098281973023","**","0.230431288451764","n.s.","0.458851359032602","*","0.118464671491074","n.s.","-0.44212203481147",".","-0.578845506691801","**","-0.273791808805596","n.s.","-0.300985184637802","n.s.","0.748110316859811","***","0.503557605422798","*","0.67169506638691","**","0.539974349152593","*","0.568054297980283","*","0.460157718209726","*","0.312669918333266","n.s.","0.835964049877042","***","0.498789474619589","*","0.612053534522118","**","-0.332075482762049","n.s.","0.530327704467603","*","0.487577278672941","*","0.683044635587794","**","0.61841397677064","**","-0.331255709084589","n.s.","0.381547606335406","n.s.","0.614810010534692","**","0.505810438547941","*","0.461448118878835","*","0.404173719620695",".","-0.0589291440958142","n.s.","-0.058929215148555","n.s.","0.645103034997041","**","0.539147224370453","*","-0.452638717215538",".","0.237295651713096","n.s.","-0.566972359877364","*","-0.334367909726154","n.s.","0.361814070150281","n.s.","-0.781137719817493","***","0.32866550525967","n.s.","0.596103517004877","**","0.277198493265244","n.s.","0.633617877571268","**","0.081846054484002","n.s.","0.685473827289721","**","-0.0142603669497391","n.s.","0.246846500046138","n.s.","0.364305799202778","n.s.","-0.661363564870583","**","-0.837409322334658","***","0.402863219678605",".","0.25051514166934","n.s.","-0.547391975166206","*","-0.0115444320532474","n.s.","-0.451622316323375",".","0.411056135822429",".","0.485286814683824","*","0.627754738525065","**","0.299217974325246","n.s.","0.388145972702189","n.s.","-0.836332307379155","***","-0.61714841944608","**","-0.84543300048756","***","-0.729243290693496","***","-0.840211135291877","***","0.50932549803488",".","-0.439104960337402",".","0.415962012441379",".","0.913596339130461","***","-0.37644898032501","n.s.","-0.92977830767601","***","-0.782115656281665","***","0.546625898764368","*","0.465764852348189","*","1","***","0.58910249320941","**","0.588928670853937","**","0.106386599722065","n.s.","0.091115671367241","n.s.","0.297711038145068","n.s.","-0.28616604224841","n.s.","0.304755912415891","n.s.","0.513081805540168","*","0.654581023595257","**","-0.0418128033415764","n.s.","0.0245876571106888","n.s.","-0.724912130517797","***"
"DOC","-0.0809160507042201","n.s.","0.255791299748352","n.s.","0.502699897732086","*","0.587375224342728","**","0.263837641704513","n.s.","0.423541024493314",".","0.399955790987628",".","0.590679295241525","**","0.204785913075091","n.s.","-0.0954201046420844","n.s.","0.37638836247375","n.s.","0.056060468761099","n.s.","-0.133443294718832","n.s.","-0.320025786382505","n.s.","0.0472564233286808","n.s.","-0.0203056423807013","n.s.","0.628587556532129","**","0.15465237616441","n.s.","0.417895347053724",".","0.691648798701037","**","0.694816398156456","***","0.649291501187177","**","0.63359992436987","**","0.646391089737544","**","0.311056886746533","n.s.","0.465593341744064",".","-0.123209587828613","n.s.","0.416781334736319",".","0.285784600962824","n.s.","0.64094610530152","**","0.423063185099608",".","0.223943975253729","n.s.","0.54531234785326","*","0.370668086670389","n.s.","0.137504348552372","n.s.","0.503641348004926","*","0.425030613931985",".","-0.0596746631638412","n.s.","-0.0596745178289547","n.s.","0.194056794162784","n.s.","0.555950658896672","*","-0.0808971699714274","n.s.","-0.316671691558138","n.s.","-0.582073651144557","**","0.314162697603252","n.s.","0.579542759313804","**","-0.470081612074597","*","-0.310866775710319","n.s.","0.267037241549445","n.s.","0.373848247772083","n.s.","0.61751398970694","**","-0.199105378727806","n.s.","0.0223093564099045","n.s.","0.609818540030733","**","-0.355916729619299","n.s.","0.756468378559839","***","-0.0952468370890574","n.s.","-0.219875523687165","n.s.","0.313715705695661","n.s.","-0.0757017696657803","n.s.","-0.244251886521525","n.s.","-0.186159052199699","n.s.","0.33342289708844","n.s.","-0.173163634456296","n.s.","0.523201730528473","*","-0.00296982630844053","n.s.","0.760819391419538","***","0.434053576233326",".","-0.21873076435873","n.s.","-0.468836917264945","*","-0.437410560214079",".","-0.587735926577122","*","-0.369778957111464","n.s.","-0.388324439015851","n.s.","0.0468362043593285","n.s.","0.687085485204363","**","0.750743252635685","***","-0.637563895824475","**","-0.675151193118389","**","-0.437583860987429",".","0.571086831131965","*","0.612671225065054","**","0.58910249320941","**","1","***","0.998388175511002","***","0.532322041060364","*","0.301402189843697","n.s.","-0.367883596606942","n.s.","0.0170686904329614","n.s.","-0.433453925112015",".","0.438530753210804",".","0.455467588301944",".","-0.121948527402127","n.s.","-0.123261118531743","n.s.","-0.397624361693543","."
"TN","-0.0785313511690235","n.s.","0.272480164661522","n.s.","0.507623912024673","*","0.586811742106377","**","0.251510633120774","n.s.","0.430481369832522",".","0.397316815099219",".","0.589181355058486","**","0.210076600340956","n.s.","-0.0948755607084723","n.s.","0.381316453425692","n.s.","0.0569880970421027","n.s.","-0.132030724317834","n.s.","-0.324289694295349","n.s.","0.0548292875314074","n.s.","-0.0164055471752288","n.s.","0.636333170552706","**","0.167341897406534","n.s.","0.429543640850059",".","0.687738084754622","**","0.693777874571638","***","0.639719628251915","**","0.627582614608578","**","0.659382712575365","**","0.340391440427779","n.s.","0.474713028204579","*","-0.133580318348313","n.s.","0.42370305651118",".","0.290953346912179","n.s.","0.641221061270657","**","0.427623472685555",".","0.234619225615221","n.s.","0.539505879356124","*","0.362188619742919","n.s.","0.132395420888723","n.s.","0.49792242583665","*","0.422083440459664",".","-0.0692960025548415","n.s.","-0.0692958351125146","n.s.","0.199293291146845","n.s.","0.554734282858342","*","-0.0903305475500483","n.s.","-0.317541604061567","n.s.","-0.584624770020456","**","0.30626893446483","n.s.","0.57065790310979","*","-0.464268409278629","*","-0.302629463624393","n.s.","0.257426298291588","n.s.","0.362468974918123","n.s.","0.61615691470557","**","-0.192468020093847","n.s.","0.0255952710395407","n.s.","0.610088959240265","**","-0.345179202824731","n.s.","0.758623175332507","***","-0.102662421517757","n.s.","-0.225416560402127","n.s.","0.295181371003306","n.s.","-0.0596718328252537","n.s.","-0.237499438764832","n.s.","-0.176160036394181","n.s.","0.335234926260595","n.s.","-0.16943632690455","n.s.","0.516935840315249","*","0.00417761560865756","n.s.","0.76266660555985","***","0.417410782237539",".","-0.22429808948715","n.s.","-0.459532248105172","*","-0.439522542989341",".","-0.587784740407629","*","-0.372424906910822","n.s.","-0.39388773167345","n.s.","0.0414101708393301","n.s.","0.684898039381577","**","0.755420301764327","***","-0.635975980721199","**","-0.680281753281837","**","-0.443609009103148",".","0.576945250596334","**","0.622511340704713","**","0.588928670853937","**","0.998388175511002","***","1","***","0.527274497423364","*","0.292764211501434","n.s.","-0.366334645017207","n.s.","0.0244889302063359","n.s.","-0.4277821156542",".","0.433389922793375",".","0.450907085182837",".","-0.123856821888167","n.s.","-0.108464641834814","n.s.","-0.398722818671492","."
"DON","-0.419346146593188","n.s.","0.286702540832241","n.s.","-0.325776818803567","n.s.","-0.33391140324269","n.s.","-0.450189821257788",".","0.245546888696815","n.s.","-0.420694215850937",".","-0.0912297412665068","n.s.","-0.206698649489337","n.s.","-0.582663715402102","**","-0.18643832433826","n.s.","-0.442851021243307",".","0.621961202501768","**","0.246618343520624","n.s.","0.783824584938184","***","0.634417084598533","**","-0.204980821899406","n.s.","-0.334527779850217","n.s.","-0.061834351004106","n.s.","-0.0604298952621514","n.s.","-0.0451855010483675","n.s.","-0.027544836883277","n.s.","0.0613546498350916","n.s.","0.0993005433998518","n.s.","0.048399209884143","n.s.","-0.22900934895845","n.s.","0.489760273437638","*","-0.3021852129403","n.s.","-0.44380994581208",".","-0.21045713831946","n.s.","-0.429017850144788",".","0.763738280162003","***","0.232646815980097","n.s.","-0.446047126564245",".","-0.65865065752269","**","-0.0668605650143732","n.s.","-0.113482290754236","n.s.","-0.134333635773977","n.s.","-0.134333476438801","n.s.","-0.160855819745244","n.s.","-0.137142658668705","n.s.","0.195121444596243","n.s.","-0.739443169281567","***","0.244235210810566","n.s.","-0.0648499316034267","n.s.","-0.223648056288785","n.s.","0.257296789953607","n.s.","0.113259899887285","n.s.","-0.524754782097278","*","-0.481913916814775","*","-0.281665893430888","n.s.","0.518060632893583","*","-0.188561913740549","n.s.","0.103213627970114","n.s.","-0.10561789525876","n.s.","0.0481247830196988","n.s.","-0.172430869079085","n.s.","0.00415975054359229","n.s.","-0.202775854066206","n.s.","-0.277690011679093","n.s.","0.639401002601042","**","0.501290387630905","*","0.546224320585003","*","0.238421171879176","n.s.","-0.389542242086605",".","-0.230946102421331","n.s.","0.0624556650222409","n.s.","-0.155912132857437","n.s.","0.0022226067051519","n.s.","0.380240270849508","n.s.","0.22970975126428","n.s.","0.208950358280192","n.s.","0.224955700142165","n.s.","-0.31777263410873","n.s.","0.25095716138253","n.s.","-0.167222934438886","n.s.","0.127696877473521","n.s.","0.229721880755526","n.s.","-0.206643817724539","n.s.","-0.396003812375565",".","-0.38741917365753","n.s.","-0.250144317454585","n.s.","0.106386599722065","n.s.","0.532322041060364","*","0.527274497423364","*","1","***","-0.506200830531389","*","-0.061690151913783","n.s.","0.802285715374415","***","-0.158139843313054","n.s.","-0.491123008610928","*","-0.237683581848221","n.s.","-0.202490322996439","n.s.","0.582820561626598","**","-0.277844310856406","n.s."
"K.litter","0.495734456481143",".","-0.149544622575665","n.s.","0.578381812463537","**","0.73624389807135","***","0.505906787868092","*","-0.259416050274247","n.s.","0.64933403972528","**","0.50217061015568","*","0.156072470630398","n.s.","0.35995211631901","n.s.","0.449107964887906",".","0.502848222662537","*","-0.632027123401119","**","-0.36193672599343","n.s.","-0.775194182809003","***","-0.673532454796267","**","0.585960697517261","**","0.299177905851259","n.s.","0.0891409463975064","n.s.","0.639735434334335","**","0.608876963583383","**","0.471876804571471","*","0.41876039554893",".","0.101190485886239","n.s.","-0.141890422377687","n.s.","0.522587674908688","*","-0.598542924375358","**","0.616852862100472","**","0.704697510663631","***","0.674257610791579","**","0.634301032089537","**","-0.533563423741339","*","0.322949752006969","n.s.","0.745318897650408","***","0.713150334184544","***","0.59182055218897","**","0.586606049417481","**","0.285292016568827","n.s.","0.285291915020706","n.s.","0.148186197267818","n.s.","0.69718784904176","***","-0.105046551645527","n.s.","0.205780720394737","n.s.","-0.768115659667743","***","0.725704195378534","***","0.848175543039361","***","-0.442179384683135",".","-0.69814302461558","***","0.646114282996492","**","0.867913822754006","***","0.783157883769572","***","-0.969418333163387","***","-0.175411848274981","n.s.","0.72573869474227","***","-0.520521301020392","*","0.667367568650202","**","0.516996561377815","*","0.247122093199243","n.s.","0.443487926573055",".","0.0312129180859394","n.s.","-0.763803235974041","***","-0.927659376428674","***","0.0548334715804978","n.s.","-0.764404806797432","***","0.854367860478546","***","-0.134041677764129","n.s.","0.712166809067362","***","0.563162308107382","*","0.250342365503258","n.s.","-0.724445480652767","***","-0.277921007361355","n.s.","-0.494961788632386","*","-0.197453011329582","n.s.","-0.331743456764933","n.s.","0.0805212387776822","n.s.","0.875743612301639","***","0.244169254812142","n.s.","-0.904453910479646","***","-0.0407436382473151","n.s.","0.419391078343397",".","0.797563428403625","***","0.735051898991973","***","0.091115671367241","n.s.","0.301402189843697","n.s.","0.292764211501434","n.s.","-0.506200830531389","*","1","***","-0.628465270694447","**","-0.785563332440146","***","-0.602558045162665","**","0.876799504042901","***","0.531800976611545","*","-0.057105126694474","n.s.","-0.911997741139745","***","0.27718654705186","n.s."
