"","protease R","protease p","protease sig","phenoloxydase R","phenoloxydase p","phenoloxydase sig","peroxydase R","peroxydase p","peroxydase sig","cellulase2phenolxydase R","cellulase2phenolxydase p","cellulase2phenolxydase sig","cellulase2peroxydase R","cellulase2peroxydase p","cellulase2peroxydase sig","protase2phenoloxydase R","protase2phenoloxydase p","protase2phenoloxydase sig","protease2peroxydase R","protease2peroxydase p","protease2peroxydase sig","aa_conc R","aa_conc p","aa_conc sig","g_prot_depoly R","g_prot_depoly p","g_prot_depoly sig","g_aa_immo R","g_aa_immo p","g_aa_immo sig","g_p_immo R","g_p_immo p","g_p_immo sig","g_glucan_depoly R","g_glucan_depoly p","g_glucan_depoly sig","net_glucan_depoly R","net_glucan_depoly p","net_glucan_depoly sig","g_glucose_consumption R","g_glucose_consumption p","g_glucose_consumption sig","glucose_conc R","glucose_conc p","glucose_conc sig","N.Pmic R","N.Pmic p","N.Pmic sig","total.PFLA.content R","total.PFLA.content p","total.PFLA.content sig","identified.PLFA.content R","identified.PLFA.content p","identified.PLFA.content sig","approx..Fungal.Biomass R","approx..Fungal.Biomass p","approx..Fungal.Biomass sig","main.fungal.marker.18.2.9.12.c R","main.fungal.marker.18.2.9.12.c p","main.fungal.marker.18.2.9.12.c sig","al R","al p","al sig","ar R","ar p","ar sig","bf R","bf p","bf sig","c.cp R","c.cp p","c.cp sig","c.f R","c.f p","c.f sig","f.f R","f.f p","f.f sig","f.fp R","f.fp p","f.fp sig","g R","g p","g sig","ind R","ind p","ind sig","o R","o p","o sig","unk R","unk p","unk sig","al.1 R","al.1 p","al.1 sig","C R","C p","C sig","Cut R","Cut p","Cut sig","L R","L p","L sig","cellulose R","cellulose p","cellulose sig","llignin_extr R","llignin_extr p","llignin_extr sig","starch R","starch p","starch sig","C_lit R","C_lit p","C_lit sig","N_lit R","N_lit p","N_lit sig","NO3.concentration R","NO3.concentration p","NO3.concentration sig","PO4.concentration R","PO4.concentration p","PO4.concentration sig","DOC R","DOC p","DOC sig","TN R","TN p","TN sig","DON R","DON p","DON sig","MN.litter R","MN.litter p","MN.litter sig","ZN.litter R","ZN.litter p","ZN.litter sig","corr...60. R","corr...60. p","corr...60. sig","recidx R","recidx p","recidx sig","L_PH R","L_PH p","L_PH sig"
"bf","-0.271750718610662","0.0942235832640356",".","-0.703832976955363","5.77495315762782e-07","***","-0.74338200171764","5.92456225346056e-08","***","-0.265855755426041","0.101872934736137","n.s.","-0.19507059696286","0.23402506367248","n.s.","0.541662014255449","0.00036915440583063","***","0.586802638776497","8.62629153113303e-05","***","-0.693039183496836","1.00966241407442e-06","***","-0.408922506320335","0.00974515918155667","**","-0.575782335488609","0.000125463264311605","***","-0.236436967613055","0.165035981251793","n.s.","-0.420915870814495","0.0085000058938897","**","0.269685432406667","0.101543354937009","n.s.","-0.406736024772858","0.0101819959822911","*","-0.369697453677271","0.0205372294335013","*","-0.618857422575975","2.67509246710239e-05","***","-0.124687292227567","0.455748259943922","n.s.","-0.118798161930162","0.477468818607786","n.s.","0.0385962335340024","0.818044433221613","n.s.","0.0385962993457966","0.8180441281702","n.s.","-0.0806358093212235","0.625562240650243","n.s.","-0.595676140041016","6.31654941439622e-05","***","1","0","***","-0.743083097328151","6.03658645083618e-08","***","0.51492653738372","0.000796138111255118","***","0.469996233193865","0.00253624429847776","**","-0.734980811281224","9.93522808609261e-08","***","-0.800102860688859","9.8542134000444e-10","***","-0.0942436889740598","0.56821964567324","n.s.","0.109469125993042","0.507080663635247","n.s.","0.309610506779767","0.0551065894976002",".","0.210227290387021","0.198944076150131","n.s.","0.11202008674807","0.497171869832862","n.s.","-0.752885797907386","3.2216466990948e-08","***","-0.794747627631415","1.5303476745303e-09","***","0.718630614068919","3.75314888723111e-07","***","0.71641731125284","4.23438300201084e-07","***","-0.203557935496357","0.255869175763687","n.s.","0.381299663000354","0.0166200505430416","*","-0.624380896981493","2.15771567763915e-05","***","-0.39621021633938","0.0125262595655069","*","-0.675350922518058","2.3991733879429e-06","***","-0.558944085453895","0.000216854524620533","***","-0.523167600475107","0.000632441788148086","***","0.483201131760396","0.00183351823931699","**","-0.783734046545976","3.63813160146218e-09","***","-0.68872368728174","1.25398524847628e-06","***","0.0800101154756272","0.628255481400465","n.s.","0.33385812805076","0.0377900455330227","*","0.108136452017024","0.512296480490813","n.s."
"c.cp","0.0461025104946107","0.780482005912166","n.s.","0.720146785238586","2.36507910811312e-07","***","0.653076785389066","6.5881992283856e-06","***","0.266340715242575","0.101226304175686","n.s.","0.322920213389913","0.0449522699502647","*","-0.759071884634048","2.13517058093747e-08","***","-0.75446564554688","2.90369138761609e-08","***","0.755385505439905","2.73224673996708e-08","***","0.366739314922004","0.0216509962494733","*","0.426555228837779","0.00677112884072018","**","0.133853226888776","0.436399324622703","n.s.","0.48628064702477","0.0019650201669088","**","-0.478491240711451","0.0023756480005927","**","0.528001661498785","0.000551052077189418","***","0.604315233929733","4.62189220946652e-05","***","0.696289764121678","8.55484775685866e-07","***","0.20206118752842","0.223765348883312","n.s.","0.2062905904863","0.21401593132721","n.s.","0.045013784832931","0.788429763766773","n.s.","0.0450137385496894","0.78842997634786","n.s.","0.434989250088685","0.00565042176467645","**","0.759459246801846","2.08003243518107e-08","***","-0.743083097328151","6.03658645083618e-08","***","1","0","***","-0.836506019695113","3.32213369949458e-11","***","-0.806151670542721","5.89758587814152e-10","***","0.862777936320159","1.64268598723538e-12","***","0.396628110007083","0.0124251435203082","*","0.3618725498698","0.023592847638598","*","-0.150497844084205","0.360452276295903","n.s.","-0.79655543690452","1.3209556069032e-09","***","-0.156605462469353","0.341059936628017","n.s.","-0.454432131125026","0.00365862101586344","**","0.872489149813699","4.6029846600959e-13","***","0.389189881161273","0.0143322459356121","*","-0.477045083538245","0.00245964996394247","**","-0.458856966093842","0.00376045089998185","**","0.0181193658157792","0.920278888037388","n.s.","-0.225278608990969","0.167928289022231","n.s.","0.696437466630383","8.49024235360929e-07","***","0.522675943445011","0.000641291872205629","***","0.326220989676773","0.0426839257495195","*","0.461032602724869","0.00313856148768799","**","0.507008370836482","0.000987863383487886","***","-0.49266674921049","0.00144144463129858","**","0.823742976785127","1.18991927422485e-10","***","0.628761515077408","1.81418594118465e-05","***","0.097223253633586","0.555993770697512","n.s.","-0.823835243084735","1.17942932435157e-10","***","0.133178015828808","0.418948665752993","n.s."
"c.f","0.0450890484608278","0.785192828600208","n.s.","-0.645182390179208","9.24293791214052e-06","***","-0.585747682144211","8.94650238676208e-05","***","-0.0278071282729796","0.866553504672066","n.s.","-0.10553173039788","0.522567702737382","n.s.","0.640121541393848","1.14261234502866e-05","***","0.643472123379309","9.93384788450236e-06","***","-0.730230849271964","1.31962164486435e-07","***","-0.397147836643888","0.0123003548066634","*","-0.24177111036431","0.138118252075372","n.s.","-0.0302831745357496","0.860823005102203","n.s.","-0.326889643536861","0.0451580390967328","*","0.343464114860546","0.0347526275991044","*","-0.388102461051213","0.0146307722869918","*","-0.466898680363188","0.00273180010966149","**","-0.616979645264585","2.87521308800435e-05","***","-0.0652333408259287","0.697196855215704","n.s.","-0.0728257032067139","0.663918806323017","n.s.","0.101325134947459","0.54497565398032","n.s.","0.10132516435842","0.544975536654541","n.s.","-0.673809851988177","2.57994192694435e-06","***","-0.843217864005717","1.6244286123064e-11","***","0.51492653738372","0.000796138111255118","***","-0.836506019695113","3.32213369949458e-11","***","1","0","***","0.954211971540712","0","***","-0.78464321815503","3.39359886663834e-09","***","-0.0612210781350944","0.71120816146048","n.s.","-0.673450544804923","2.62384980550661e-06","***","0.459692126437382","0.00323861387680369","**","0.876202003441072","2.75335310107039e-13","***","-0.178510601080402","0.276908571693988","n.s.","0.84399968829963","1.49131818005799e-11","***","-0.837638354025799","2.95109964544324e-11","***","-0.122990410295613","0.455713281283045","n.s.","0.301998203288571","0.065366434165232",".","0.146939806967659","0.378679642257431","n.s.","0.374467780194314","0.031791825143499","*","-0.0877350982806402","0.595345917108022","n.s.","-0.795813158525034","1.40346939908926e-09","***","-0.615557633230387","3.03572766985129e-05","***","0.00459776194933931","0.97783846755407","n.s.","-0.460030413049238","0.00321310518154642","**","-0.511025039626576","0.000886020288351259","***","0.541242908041932","0.000373814951254214","***","-0.766028663984473","1.32463257671027e-08","***","-0.470966738176372","0.00247755303207233","**","-0.00162239861850898","0.99217908154296","n.s.","0.866515732749759","1.01874064739604e-12","***","-0.468188694873022","0.00264881018219685","**"
"f.f","0.115833941021613","0.482544213827822","n.s.","-0.644499987659238","9.5131618031634e-06","***","-0.58867750219743","8.08270761276175e-05","***","-0.057421356063049","0.728429163678982","n.s.","-0.125764890838749","0.445532188369238","n.s.","0.699843795923947","7.11952050869158e-07","***","0.72361531668293","1.94055931768133e-07","***","-0.743644264752115","5.82786168311004e-08","***","-0.368274320382211","0.0210669226829288","*","-0.190144804263324","0.246279011671662","n.s.","-0.0584663532613952","0.734829877145698","n.s.","-0.345958839054533","0.0333717310189248","*","0.442835968373336","0.00536569936590059","**","-0.433000195599636","0.00589914403813548","**","-0.556539128942874","0.000233926717298228","***","-0.585615612983227","8.98733776086399e-05","***","-0.151181129163428","0.364917664103454","n.s.","-0.163651520404846","0.326220204818143","n.s.","0.00464548618364147","0.977917215682724","n.s.","0.00464551234908558","0.97791709133308","n.s.","-0.719483825188938","2.45540722279377e-07","***","-0.796413655310919","1.33635820715397e-09","***","0.469996233193865","0.00253624429847776","**","-0.806151670542721","5.89758587814152e-10","***","0.954211971540712","0","***","1","0","***","-0.646323514129063","8.80671135985957e-06","***","-0.0670610482603628","0.685016282996614","n.s.","-0.705266185611767","5.35214139535454e-07","***","0.324363937911944","0.0439484161294477","*","0.873467129760521","4.02788913334007e-13","***","-0.231833280648568","0.155571080951377","n.s.","0.877480632376488","2.29816166097407e-13","***","-0.794864428311245","1.51593513220084e-09","***","-0.129653711659808","0.431473576093234","n.s.","0.247148752947984","0.13466641209924","n.s.","0.0820515712439704","0.624324455951061","n.s.","0.378454393453122","0.0298760011855139","*","-0.145572273428965","0.376564467998733","n.s.","-0.7878608913836","2.64572079668634e-09","***","-0.624922377881041","2.11225826169016e-05","***","0.0481814543073019","0.770842873507291","n.s.","-0.433372252769915","0.005851913800145","**","-0.495592874719329","0.00133626081612608","**","0.543332530539307","0.000351090729158399","***","-0.780053361973534","4.80570319611031e-09","***","-0.456735653601463","0.00346917941637224","**","-0.0712466854065745","0.666462777441299","n.s.","0.882319093930817","1.13686837721616e-13","***","-0.572856356177563","0.000138274601762033","***"
"f.fp","0.122764072683778","0.456549336785309","n.s.","0.645459938812886","9.13505513810975e-06","***","0.621732148319929","2.39320176660396e-05","***","0.166075258929004","0.312287097866556","n.s.","0.188863647486503","0.249535521587354","n.s.","-0.563084405365287","0.000190071004971082","***","-0.579252317842426","0.000111665305974658","***","0.648852234961499","7.90637037217934e-06","***","0.36283738027719","0.0231967770275197","*","0.483882573108804","0.00180244402181318","**","0.151213122912015","0.378676873211872","n.s.","0.449445592303342","0.00464317063008668","**","-0.317787042422317","0.0518636600803603",".","0.453326735894158","0.00375268600402712","**","0.439180036649277","0.0051558935320557","**","0.667429582537737","3.46960928387929e-06","***","0.0646732402779352","0.699675003660396","n.s.","0.0643907929224004","0.700925848344359","n.s.","-0.100876546461329","0.546766552461788","n.s.","-0.10087660007874","0.546766338238521","n.s.","0.341679228828812","0.033262583742947","*","0.791803181997964","1.93877025544964e-09","***","-0.734980811281224","9.93522808609261e-08","***","0.862777936320159","1.64268598723538e-12","***","-0.78464321815503","3.39359886663834e-09","***","-0.646323514129063","8.80671135985957e-06","***","1","0","***","0.305595117572376","0.058506027265097",".","0.380916394849876","0.01673858751152","*","-0.406198559208042","0.0102918988068735","*","-0.686143299343567","1.4249787281277e-06","***","-0.115319670427422","0.484503471028438","n.s.","-0.377932262888729","0.0176860801170569","*","0.84590596938818","1.20830012662054e-11","***","0.311143528524181","0.0538511400993169",".","-0.552238064473398","0.000324823587082613","***","-0.504125800501158","0.00125066287863182","**","-0.0132122087047311","0.94182609093497","n.s.","-0.196763365806251","0.229911305412753","n.s.","0.726680997262","1.62522669544529e-07","***","0.445672827828714","0.00446374541844219","**","0.393298347909637","0.0132504053412021","*","0.492778898823282","0.00143728233096652","**","0.493229842032589","0.00142065306809136","**","-0.455531587246115","0.00356710618123951","**","0.713350852353182","3.45592549466645e-07","***","0.604628013402169","4.56913687467697e-05","***","-0.0845281078881925","0.608916749572823","n.s.","-0.62610861660475","2.01570978600589e-05","***","-0.0635372082242848","0.700779327461919","n.s."
"g","0.39393815804022","0.0130883237947386","*","0.443197898222248","0.00471741973793716","**","0.53041044863028","0.000514098111119132","***","0.175942680013881","0.283990379404184","n.s.","0.0488168767799037","0.767903388234653","n.s.","-0.27573835943594","0.089304924847724",".","-0.380108602349936","0.0169907523291436","*","0.437640313817295","0.00533304580976313","**","0.393605211706707","0.013172457297153","*","0.441317982097954","0.0049183756258282","**","0.117208463542953","0.496008058917234","n.s.","0.125424633051031","0.453066816112993","n.s.","-0.0136337820458952","0.935250737142452","n.s.","0.0886859644827467","0.591347786051344","n.s.","0.0664257212433466","0.68784879710865","n.s.","0.478932491785949","0.00203912493444025","**","-0.0826006186641267","0.621999171035898","n.s.","-0.0833872912870451","0.618673805185977","n.s.","-0.152140563428456","0.361846586571928","n.s.","-0.152140595880328","0.361846482958984","n.s.","-0.392792839809558","0.0133796642336321","*","0.116523310968327","0.479924356915157","n.s.","-0.800102860688859","9.8542134000444e-10","***","0.396628110007083","0.0124251435203082","*","-0.0612210781350944","0.71120816146048","n.s.","-0.0670610482603628","0.685016282996614","n.s.","0.305595117572376","0.058506027265097",".","1","0","***","-0.389484000840282","0.0142523926442823","*","0.0750671595582554","0.649696690479018","n.s.","0.135245096224832","0.411699040461035","n.s.","-0.506566443588551","0.00099967928313897","***","0.263946669223384","0.104449117175391","n.s.","0.349840496325607","0.02902259765343","*","0.970483645867546","0","***","-0.597556163338055","7.4582590964705e-05","***","-0.703546855141948","8.35723567233515e-07","***","0.399653003936366","0.0212072729416786","*","-0.517561397934295","0.000740117058440576","***","0.147566784115926","0.369989525171533","n.s.","0.213678097524988","0.191501964932553","n.s.","0.629381270992803","1.76983849244916e-05","***","0.206740684867924","0.206666867257248","n.s.","0.182195807632225","0.266948845044878","n.s.","-0.434159853599069","0.00575300961431269","**","0.459622218765438","0.00324390729516866","**","0.428111525413881","0.00655099398698922","**","-0.146608649359087","0.373139454147926","n.s.","0.060258319662968","0.715558594713018","n.s.","-0.140445387596222","0.39377954774805","n.s."
"ind","-0.100565653548743","0.542427382899479","n.s.","0.466282326052654","0.00277224913142948","**","0.432080267665191","0.00601733882830047","**","-0.0884395199834386","0.592382881074964","n.s.","-0.0292141148655392","0.859866752043376","n.s.","-0.359854950734136","0.0244392855344445","*","-0.336464544014981","0.0362285481837662","*","0.494167112264335","0.00138663248296056","**","0.161941350167168","0.324653190763202","n.s.","0.139838234700449","0.395848043664753","n.s.","0.173264952291956","0.312222159637904","n.s.","0.36271921158552","0.0252150777570708","*","-0.374256874126241","0.0206214155595572","*","0.412763965952351","0.00901639716281588","**","0.419127469327278","0.00791172607628376","**","0.178574819061695","0.276732963813382","n.s.","0.215851412813445","0.193068639004429","n.s.","0.222231119777689","0.179919933466131","n.s.","0.0583024366984606","0.728072609505762","n.s.","0.0583024454712633","0.728072570143935","n.s.","0.822623117301952","1.32439392785955e-10","***","0.652127882504954","6.86538374372603e-06","***","-0.0942436889740598","0.56821964567324","n.s.","0.3618725498698","0.023592847638598","*","-0.673450544804923","2.62384980550661e-06","***","-0.705266185611767","5.35214139535454e-07","***","0.380916394849876","0.01673858751152","*","-0.389484000840282","0.0142523926442823","*","1","0","***","-0.360175942032256","0.0243029579500083","*","-0.67619768346542","2.30487770556032e-06","***","0.667721203140595","3.42347181336855e-06","***","-0.79767176723809","1.2053390587324e-09","***","0.54748106377549","0.000309609328895233","***","-0.331382523185287","0.0393235724041458","*","-0.120060572968376","0.472767591785661","n.s.","0.154940790854626","0.352972348961503","n.s.","-0.571690236054161","0.000510006486759108","***","0.462228088747147","0.00305161988282232","**","0.789427127307933","2.34015384847908e-09","***","0.433335900044051","0.00585651409643595","**","-0.0809688991023816","0.624130435710898","n.s.","0.568412692363227","0.000159997336492745","***","0.574264891725613","0.000131966964369346","***","-0.200391547563753","0.221260968632698","n.s.","0.452268382215991","0.00384471487950555","**","0.270138398407518","0.0962704348557584",".","0.097787210649772","0.553693651537379","n.s.","-0.580258923630241","0.000107927744341939","***","0.32572815283619","0.0430165940128804","*"
"o","-0.202530889315853","0.216266501129966","n.s.","-0.196546120414436","0.230436477576383","n.s.","-0.27985426008108","0.0844384383643142",".","0.601979471504049","5.03368642295055e-05","***","0.603296889022954","4.79750843784821e-05","***","-0.0705431505717835","0.669568029313475","n.s.","0.0925607538153029","0.575179153075383","n.s.","-0.143078302723813","0.384882400260706","n.s.","-0.515266179158347","0.000788711275887895","***","-0.0471318628334432","0.775705218079325","n.s.","0.355857138578713","0.0331658213193757","*","0.238714212056671","0.148925259380922","n.s.","-0.35078538298045","0.0308276670265377","*","0.224237169308907","0.169954919380579","n.s.","0.271802291465947","0.0941586676737955",".","-0.453647556899576","0.00372517079242094","**","0.581423014166361","0.000129109579589448","***","0.570086458503767","0.000186667964022336","***","0.66610893880697","5.005204052555e-06","***","0.666108915106049","5.00520932589232e-06","***","-0.0791268083846195","0.632065679712274","n.s.","-0.459956025512193","0.00321869931705042","**","0.109469125993042","0.507080663635247","n.s.","-0.150497844084205","0.360452276295903","n.s.","0.459692126437382","0.00323861387680369","**","0.324363937911944","0.0439484161294477","*","-0.406198559208042","0.0102918988068735","*","0.0750671595582554","0.649696690479018","n.s.","-0.360175942032256","0.0243029579500083","*","1","0","***","0.252979276116722","0.120219923721205","n.s.","0.0144091896248502","0.930622180884224","n.s.","0.483150271044323","0.00183585632837513","**","-0.364601590760364","0.0224868632064814","*","0.0181149157113025","0.912840967660336","n.s.","0.280484639669951","0.0880649354722767",".","0.0670609906011736","0.689132082475562","n.s.","0.428261673080269","0.0129033025814846","*","-0.0882520349720214","0.59317087283053","n.s.","-0.36547301770556","0.0221429388768959","*","-0.432716874652403","0.00593533027985626","**","0.108229416723781","0.511931767193051","n.s.","-0.0213497097308605","0.897353260032991","n.s.","-0.00617750093950053","0.970226971845596","n.s.","0.504747298649196","0.00104964903979932","**","-0.209146672881379","0.201315677866822","n.s.","-0.0249346345298243","0.880233113450005","n.s.","0.621033240450264","2.45912547625071e-05","***","0.178936670885008","0.275744819099244","n.s.","-0.223782940060543","0.170844327204415","n.s."
"unk","0.142322087217403","0.387425657464413","n.s.","-0.5470239855928","0.000313953445535686","***","-0.44933200635267","0.00411041024770393","**","-0.0923163024031312","0.576193246385553","n.s.","-0.200259763867754","0.221571198031203","n.s.","0.662085504565604","4.42288539481694e-06","***","0.616071615113141","2.97679227492242e-05","***","-0.646942905452722","8.57790031099818e-06","***","-0.288257711436267","0.0751432182426515",".","-0.215680733207273","0.187274190402632","n.s.","-0.0604314305451517","0.72625431031062","n.s.","-0.323538223042328","0.0475404238671289","*","0.409886452235784","0.0105973934834402","*","-0.393435945872556","0.0132154051787512","*","-0.528737698652267","0.00053951649580023","***","-0.436898172069333","0.00542029780957709","**","-0.184268294112435","0.268087480888211","n.s.","-0.193736057533036","0.243834031359239","n.s.","-0.0453494972865978","0.786888218712772","n.s.","-0.0453495062085374","0.78688817775506","n.s.","-0.71479522647191","3.19116452114594e-07","***","-0.757002586958827","2.45344242435435e-08","***","0.309610506779767","0.0551065894976002",".","-0.79655543690452","1.3209556069032e-09","***","0.876202003441072","2.75335310107039e-13","***","0.873467129760521","4.02788913334007e-13","***","-0.686143299343567","1.4249787281277e-06","***","0.135245096224832","0.411699040461035","n.s.","-0.67619768346542","2.30487770556032e-06","***","0.252979276116722","0.120219923721205","n.s.","1","0","***","-0.203573934280677","0.213859864106593","n.s.","0.726790438431943","1.61490048000701e-07","***","-0.702565933287545","6.17419855192342e-07","***","0.120889867960278","0.463504018484747","n.s.","0.150000827633763","0.368717034935363","n.s.","-0.00870649293108207","0.958625525231778","n.s.","0.214729942521115","0.230129061872768","n.s.","-0.212943267067333","0.193070020728828","n.s.","-0.689384833631998","1.21332562316501e-06","***","-0.544929911767592","0.000334562895022568","***","0.139822555251115","0.395901544845884","n.s.","-0.37434510165304","0.0188842804931717","*","-0.467012011573967","0.00272441911346012","**","0.37923619549652","0.0172666686672867","*","-0.620720549362154","2.48915194924698e-05","***","-0.369929578069616","0.0204518973977837","*","-0.128001514010562","0.437416132078507","n.s.","0.919778461679081","2.22044604925031e-16","***","-0.400452370509943","0.0115315522116397","*"
"al.1","-0.329446554058579","0.0405577874972965","*","0.0906812827178513","0.582996741237074","n.s.","0.066322347562568","0.688310072505273","n.s.","0.00963783138632046","0.953564416595106","n.s.","0.0257752198594991","0.876226285204226","n.s.","-0.0574434500643127","0.72832863943038","n.s.","0.0525563399649179","0.750670539690538","n.s.","0.140659847359194","0.393050411819755","n.s.","-0.19847704276405","0.225797244667286","n.s.","-0.110366132597346","0.503585087253751","n.s.","0.261643870243349","0.123206720743088","n.s.","0.0378630972637493","0.821444300355584","n.s.","-0.158845104629854","0.340821437535492","n.s.","0.0972910383286797","0.555717072166012","n.s.","0.101300507061073","0.539466073039587","n.s.","-0.466750302872141","0.00274149004895666","**","0.376535686712615","0.0198022886815994","*","0.371461871961953","0.0216645204675487","*","0.363964805860341","0.0246815662171875","*","0.36396481707578","0.0246815614558902","*","0.759599381271179","2.06041330663709e-08","***","0.113664243382107","0.490838247157564","n.s.","0.210227290387021","0.198944076150131","n.s.","-0.156605462469353","0.341059936628017","n.s.","-0.178510601080402","0.276908571693988","n.s.","-0.231833280648568","0.155571080951377","n.s.","-0.115319670427422","0.484503471028438","n.s.","-0.506566443588551","0.00099967928313897","***","0.667721203140595","3.42347181336855e-06","***","0.0144091896248502","0.930622180884224","n.s.","-0.203573934280677","0.213859864106593","n.s.","1","0","***","-0.470765367665014","0.00248963203616089","**","-0.00494365581370814","0.97617169376617","n.s.","-0.412123280336689","0.00913459657000718","**","0.277927738770375","0.0911238991190821",".","0.47142137005253","0.00281154693873908","**","-0.489674208628632","0.00382352717603609","**","0.470619297688506","0.00249842617253915","**","0.362404391089621","0.0233738326310948","*","-0.0136487215518256","0.934275533018663","n.s.","-0.252204001309249","0.121398868856414","n.s.","0.438366654855323","0.00524883117108876","**","0.414181958015462","0.00875943950143565","**","0.211897400506068","0.195317358771657","n.s.","-0.0351988409265656","0.831537063523123","n.s.","-0.0454987616097556","0.783287461583661","n.s.","0.334586525854206","0.0373482394240905","*","-0.157274860735854","0.338974225724521","n.s.","0.267784432173313","0.0993198431971882","."
"C","0.181269714506487","0.269429202518142","n.s.","-0.405090796273336","0.0105216134627133","*","-0.365321100659383","0.0222025780612541","*","0.167832573970949","0.307121694975697","n.s.","0.094702604319822","0.566328599562642","n.s.","0.422908708851379","0.0073120194912879","**","0.44687354786231","0.004345001910808","**","-0.528842699217237","0.000537888560298017","***","-0.296536642497086","0.066788585964272",".","0.0395304696484056","0.811160609387024","n.s.","0.03929943025718","0.81998623481203","n.s.","-0.099345045373339","0.552901700556484","n.s.","0.226396855833169","0.171685865549198","n.s.","-0.195362672396105","0.233311717633496","n.s.","-0.303586770486426","0.0602678393766419",".","-0.347997483453927","0.02993883857371","*","0.00678851223799344","0.967734606320264","n.s.","-0.00635191394132685","0.969808750638174","n.s.","0.122046483200072","0.465421720785803","n.s.","0.122046489171119","0.465421698790671","n.s.","-0.758508774738039","2.21775050298124e-08","***","-0.632079257071089","1.5880743898776e-05","***","0.11202008674807","0.497171869832862","n.s.","-0.454432131125026","0.00365862101586344","**","0.84399968829963","1.49131818005799e-11","***","0.877480632376488","2.29816166097407e-13","***","-0.377932262888729","0.0176860801170569","*","0.263946669223384","0.104449117175391","n.s.","-0.79767176723809","1.2053390587324e-09","***","0.483150271044323","0.00183585632837513","**","0.726790438431943","1.61490048000701e-07","***","-0.470765367665014","0.00248963203616089","**","1","0","***","-0.54016821400733","0.000386007497397652","***","0.158159313205908","0.336230511557197","n.s.","-0.0311398392411805","0.852765266995825","n.s.","-0.272168428534254","0.0983132550500684",".","0.632602502798221","7.81481169898068e-05","***","-0.392605267352566","0.0134278976172968","*","-0.651948039668923","6.9191065759746e-06","***","-0.544908406010229","0.000334780697115895","***","0.353440986541829","0.0272993405144513","*","-0.295576425935561","0.0677182107178932",".","-0.352653613087823","0.0276687735165223","*","0.439812055806064","0.00508466573574906","**","-0.510122775078234","0.000908047391232325","***","-0.174282920773462","0.288629644153411","n.s.","-0.00288171415161252","0.98610889737006","n.s.","0.713928761182453","3.3476465977067e-07","***","-0.742004002169946","6.457566427185e-08","***"
"Cut","0.198470974216408","0.225811724069986","n.s.","0.818261870453557","1.99557481650459e-10","***","0.791534942686291","1.980634101173e-09","***","0.16833074998404","0.305667297959306","n.s.","0.18602604190811","0.256850619448159","n.s.","-0.708157619729984","4.58475468352594e-07","***","-0.758706351035239","2.18844395430877e-08","***","0.724959531944602","1.79590877724678e-07","***","0.362128327623122","0.0234873049147766","*","0.38450075551398","0.0156573309317267","*","0.133262359983745","0.438445338049739","n.s.","0.489203640505467","0.0018278553922062","**","-0.348845885352555","0.0318301124690283","*","0.501742346937168","0.00113705367896921","**","0.479894887188153","0.00199107876945392","**","0.691001716673838","1.11895139776053e-06","***","0.193118977968297","0.245368251274357","n.s.","0.197112285652073","0.235554175782652","n.s.","-0.0113141063813691","0.946249677760668","n.s.","-0.0113141493926255","0.946249473721878","n.s.","0.494856125932472","0.00136208415989025","**","0.803209213139157","7.58724860716598e-10","***","-0.752885797907386","3.2216466990948e-08","***","0.872489149813699","4.6029846600959e-13","***","-0.837638354025799","2.95109964544324e-11","***","-0.794864428311245","1.51593513220084e-09","***","0.84590596938818","1.20830012662054e-11","***","0.349840496325607","0.02902259765343","*","0.54748106377549","0.000309609328895233","***","-0.364601590760364","0.0224868632064814","*","-0.702565933287545","6.17419855192342e-07","***","-0.00494365581370814","0.97617169376617","n.s.","-0.54016821400733","0.000386007497397652","***","1","0","***","0.389490408389922","0.0142506571947894","*","-0.677429738963329","2.99321823078645e-06","***","-0.533131774702823","0.000568352467559917","***","-0.100057781053881","0.579565997027588","n.s.","-0.207215902349835","0.205602163725015","n.s.","0.858012950399363","2.96140889588514e-12","***","0.569594009683014","0.000153941088453013","***","0.458373715253931","0.00333972463506016","**","0.63483707236639","1.4200414957477e-05","***","0.627236723881835","1.92764374911114e-05","***","-0.517510630162801","0.000741162412369362","***","0.863626395169638","1.47570844433176e-12","***","0.643511219740529","9.91754013557333e-06","***","-0.0274866048251493","0.868078102188168","n.s.","-0.749774020144946","3.94450809002926e-08","***","0.0219922639986886","0.894281082547632","n.s."
