"","corr...38. R","corr...38. p","corr...38. sig","massloss R","massloss p","massloss sig","cellulase R","cellulase p","cellulase sig","chitinase R","chitinase p","chitinase sig","phosphatase R","phosphatase p","phosphatase sig","chitinase2phenoloxydase R","chitinase2phenoloxydase p","chitinase2phenoloxydase sig","chitinase2peroxydase R","chitinase2peroxydase p","chitinase2peroxydase sig","phosphatase2phenoloxydase R","phosphatase2phenoloxydase p","phosphatase2phenoloxydase sig","phosphatase2peroxydase R","phosphatase2peroxydase p","phosphatase2peroxydase sig","g_n_min R","g_n_min p","g_n_min sig","g_nh4_immo R","g_nh4_immo p","g_nh4_immo sig","g_nitrifi R","g_nitrifi p","g_nitrifi sig","g_n03_immo R","g_n03_immo p","g_n03_immo sig","g_p_min R","g_p_min p","g_p_min sig","C_mic R","C_mic p","C_mic sig","N_.mic R","N_.mic p","N_.mic sig","P_mic R","P_mic p","P_mic sig","C.N_mic R","C.N_mic p","C.N_mic sig","C.Pmic R","C.Pmic p","C.Pmic sig","Sum.of.gram.positiv.markers R","Sum.of.gram.positiv.markers p","Sum.of.gram.positiv.markers sig","Sum.of.general.bacterial.markers.incl..gram. R","Sum.of.general.bacterial.markers.incl..gram. p","Sum.of.general.bacterial.markers.incl..gram. sig","ratioF.B.1 R","ratioF.B.1 p","ratioF.B.1 sig","ratioF.B.2 R","ratioF.B.2 p","ratioF.B.2 sig","ratioF.B.3 R","ratioF.B.3 p","ratioF.B.3 sig","cp.cp R","cp.cp p","cp.cp sig","cut0 R","cut0 p","cut0 sig","cut1 R","cut1 p","cut1 sig","f.cp R","f.cp p","f.cp sig","p R","p p","p sig","ph R","ph p","ph sig","short R","short p","short sig","sy R","sy p","sy sig","ter R","ter p","ter sig","N R","N p","N sig","non R","non p","non sig","Ph R","Ph p","Ph sig","unk.1 R","unk.1 p","unk.1 sig","adf R","adf p","adf sig","P_lit R","P_lit p","P_lit sig","C.N_lit R","C.N_lit p","C.N_lit sig","C.P_lit R","C.P_lit p","C.P_lit sig","N.P_lit R","N.P_lit p","N.P_lit sig","NH4.concentration R","NH4.concentration p","NH4.concentration sig","K.litter R","K.litter p","K.litter sig","CA.litter R","CA.litter p","CA.litter sig","MG.litter R","MG.litter p","MG.litter sig","FE.litter R","FE.litter p","FE.litter sig"
"cut0","0.647678572439157","2.60085911576446e-05","***","-0.00178997100877866","0.99137131254606","n.s.","0.541769813415345","0.000367964103793916","***","0.650672648167075","7.31127983999436e-06","***","0.76130208500777","1.83536994491362e-08","***","0.244570241059844","0.133474296091858","n.s.","0.237902521396024","0.144731555560755","n.s.","-0.559153680820392","0.000215421125141608","***","-0.572455724060517","0.000140117718982042","***","0.68795189798759","1.81862743953154e-06","***","0.679256910184904","2.74909880237928e-06","***","0.579499207103189","0.000137576828623365","***","0.489830594739377","0.00179955658737274","**","0.367718594964758","0.0273562170482651","*","0.527805906182194","0.00055415688716276","***","0.218905545213036","0.180605874536288","n.s.","-0.403995439863526","0.0107530392153463","*","0.128134812739244","0.436935020594868","n.s.","0.687900245343133","1.30637999662397e-06","***","0.16903249725787","0.310343131214791","n.s.","0.301099835316662","0.0662110730296359",".","-0.209780636962662","0.206194934441331","n.s.","0.200991339171202","0.226278939924731","n.s.","-0.588006469007727","0.000103569525559643","***","0.749246852134112","4.08094458226316e-08","***","1","0","***","0.828324262762875","7.61806173699142e-11","***","0.846653047805446","1.11177733685963e-11","***","0.55570398169335","0.000240131995712822","***","-0.110929143042757","0.501397320624301","n.s.","0.503716524343627","0.00107893527907765","**","0.277124724621088","0.0876421364641504",".","-0.870033985332171","6.41102464847558e-13","***","0.578072105568376","0.000116196170985017","***","0.624651226052705","2.13491119716025e-05","***","-0.110929143042757","0.501397320624301","n.s.","-0.800542380165195","9.49899882652974e-10","***","-0.441748061303037","0.0054934887433447","**","0.297148531623821","0.0662014656940921",".","-0.806963680474305","5.49736591774185e-10","***","-0.124131696879256","0.451510157358334","n.s.","0.202871686791958","0.215478125965234","n.s.","0.71583003193101","3.01314680761777e-07","***","0.79103694090083","2.06059946883386e-09","***","-0.363437491012875","0.0229532297853095","*","-0.775362764062752","6.80005372056011e-09","***","-0.304144477172713","0.059774419378296","."
"cut1","0.608617573901116","0.000104796911005067","***","0.0583098165699588","0.72439035494886","n.s.","0.662973736603789","4.24940763887882e-06","***","0.743808196286335","5.76816312491957e-08","***","0.66304118442752","4.23649311520613e-06","***","0.304194902983531","0.0597299649487977",".","0.256957709473883","0.114304805795252","n.s.","-0.701297125354286","6.59938783329903e-07","***","-0.706598375903385","4.98494002950155e-07","***","0.783900075996955","5.86212389741547e-09","***","0.79904264603711","1.81368231544354e-09","***","0.633629743954014","1.95244531560057e-05","***","0.530811713437379","0.000606946220784943","***","0.657467302074208","1.3211835714344e-05","***","0.760825074301902","1.89599531630336e-08","***","0.35889728048608","0.024849795568574","*","-0.276939822095931","0.0878625120382711",".","0.249425079753117","0.125696004437369","n.s.","0.791196781158998","2.03461136827343e-09","***","0.301210338853664","0.0661067164611995",".","0.444689077400526","0.00515393790045793","**","-0.218603600623045","0.187315815757822","n.s.","0.158687932262282","0.34130557004705","n.s.","-0.583509890061841","0.000120458405479378","***","0.794242486877527","1.59416280176572e-09","***","0.828324262762875","7.61806173699142e-11","***","1","0","***","0.807794508502865","5.11421793802924e-10","***","0.694257378362365","9.49108904135798e-07","***","-0.443679038344075","0.00466714726044313","**","0.353373286028916","0.0273309442042839","*","0.468578044913594","0.00262420008266506","**","-0.864561510641886","1.31014392924494e-12","***","0.689310806428125","1.21781704987001e-06","***","0.509556699787992","0.000922114038875321","***","-0.443679038344075","0.00466714726044313","**","-0.862631320217068","1.673393250854e-12","***","-0.678095239564839","2.90209078829588e-06","***","0.669682897770698","3.12746030073363e-06","***","-0.879544512557526","1.70887123649554e-13","***","-0.536899417808156","0.000425311328593614","***","-0.206723872306706","0.206704605198869","n.s.","0.789955911082215","2.24464979936556e-09","***","0.66725688626719","3.49720010972554e-06","***","-0.238448005093489","0.143785231859648","n.s.","-0.650266413025251","7.44040420592546e-06","***","-0.214439741910377","0.189886193165272","n.s."
"f.cp","0.633249338133506","4.44981682912182e-05","***","-0.0460940221517799","0.780521430020342","n.s.","0.659019970623472","5.07272970673434e-06","***","0.758877985171701","2.16327784574588e-08","***","0.663462119916657","4.15670512166066e-06","***","0.450819956349128","0.00397384395841649","**","0.423944139453615","0.00715478284636606","**","-0.649259969295706","7.7693553954621e-06","***","-0.565420717501526","0.000176308709297575","***","0.78233208529422","6.58411569709472e-09","***","0.778362834132979","8.79767281247723e-09","***","0.637512924839967","1.67294670239126e-05","***","0.565654334157664","0.000214829254524984","***","0.442227391889611","0.00692279684893782","**","0.54784070582822","0.000306229240949474","***","0.115308396634312","0.484546467939502","n.s.","-0.469251368766887","0.00258211299633903","**","0.324866085603559","0.0436035443381193","*","0.803464248913221","7.42461203628864e-10","***","0.167796821358156","0.313945144025733","n.s.","0.497181013599397","0.00149541200356551","**","-0.0431135417815881","0.797170218029244","n.s.","0.256570234591039","0.119962872911855","n.s.","-0.48457600650402","0.00204911863959391","**","0.813642766093766","3.04484215618572e-10","***","0.846653047805446","1.11177733685963e-11","***","0.807794508502865","5.11421793802924e-10","***","1","0","***","0.63002567657733","1.72477818212169e-05","***","-0.143326255788347","0.384050635437717","n.s.","0.372678802963741","0.0194635893599162","*","0.367313334432823","0.0214310185165576","*","-0.855356960845973","4.0754239691179e-12","***","0.637338694503668","1.28183571501683e-05","***","0.528587729044814","0.000541849261195049","***","-0.143326255788347","0.384050635437717","n.s.","-0.90139211510838","5.1009168430061e-15","***","-0.375941767893098","0.0200131083026572","*","0.315287444710163","0.0505717913328523",".","-0.83760904393707","2.96019376380924e-11","***","-0.137229512269781","0.404806970726237","n.s.","0.201754944072986","0.218068934478776","n.s.","0.731992272535918","1.18860481235217e-07","***","0.856220802835993","3.67594843453389e-12","***","-0.485696255819044","0.00172198740608524","**","-0.817109704046488","2.21982227886065e-10","***","-0.388329264926927","0.0145680786055176","*"
"p","0.514842317415197","0.00155341851047419","**","0.26604642000585","0.10161833343629","n.s.","0.422701063305244","0.00734390692572573","**","0.529835096717974","0.000522717584276577","***","0.346054701441961","0.0309303497618398","*","0.207202414892479","0.205632328979771","n.s.","0.16417309726771","0.317939731416999","n.s.","-0.392681106262512","0.0134083782886888","*","-0.352263802986395","0.0278531949043724","*","0.680881484869275","2.54753598305513e-06","***","0.694437113178608","1.32393478491366e-06","***","0.447862083138273","0.00480810934442966","**","0.378792907848912","0.0190179137113997","*","0.526755693575464","0.00096525509411327","***","0.692208575747671","1.05296988750503e-06","***","0.503066828759132","0.00109776430278163","**","0.232607428896269","0.154156530731203","n.s.","0.103405144113487","0.531028019782827","n.s.","0.424687438441378","0.00704370979853786","**","-0.0680268937658651","0.684883450032982","n.s.","0.33770419161888","0.0381198760155577","*","0.0540017743025163","0.74744954198219","n.s.","-0.0711687966072244","0.671129918709562","n.s.","-0.44846731217973","0.00474447905066396","**","0.434478617746892","0.00571339290045336","**","0.55570398169335","0.000240131995712822","***","0.694257378362365","9.49108904135798e-07","***","0.63002567657733","1.72477818212169e-05","***","1","0","***","-0.0477645763457853","0.772773083076023","n.s.","0.21673461859059","0.185076058488409","n.s.","0.197446788271061","0.228264514589254","n.s.","-0.474240215436602","0.00228827755753173","**","0.989005516003812","0","***","0.432475325056641","0.00596633264973612","**","-0.0477645763457853","0.772773083076023","n.s.","-0.671483001901436","2.87670600299869e-06","***","-0.330791666054888","0.0425066644211623","*","0.5185778545362","0.000719461570875657","***","-0.844152730552985","1.46647594589666e-11","***","-0.356362235950607","0.0259641637840228","*","-0.0531711425458428","0.747848433249979","n.s.","0.651323871466913","7.10855999019877e-06","***","0.627074121545279","1.94011699283791e-05","***","-0.595414649299411","6.37566417618851e-05","***","-0.242026302046703","0.137689991459291","n.s.","-0.649748694256098","7.60799036119117e-06","***"
"ph","-0.0467151733835745","0.789870281800424","n.s.","-0.064630340633316","0.695875864177859","n.s.","-0.360109517004931","0.0243311172268758","*","-0.301413774332716","0.0622213064949038",".","-0.246299634775463","0.13066360326086","n.s.","-0.170778285513059","0.298585578278468","n.s.","-0.0404017808638937","0.807076189869384","n.s.","0.321617061874866","0.0458742203783533","*","0.458909157540145","0.00329833338169672","**","-0.206444709585125","0.213666295446674","n.s.","-0.241930531970339","0.143363297094476","n.s.","-0.282870855203136","0.0852822705065268",".","-0.209713140987787","0.20634427783637","n.s.","-0.630240054804496","3.79880261546173e-05","***","-0.437656219308285","0.00533118922023773","**","-0.20271185431508","0.215847622837248","n.s.","0.17748926690179","0.279711257103708","n.s.","-0.132179133124413","0.422477566125338","n.s.","-0.380295836903875","0.0169320215321659","*","-0.301144470260838","0.066168905355955",".","-0.083743241839289","0.61717160486101","n.s.","0.19831839951219","0.232643056156235","n.s.","-0.204474824189974","0.218164965879427","n.s.","0.0721746851185048","0.666748628328942","n.s.","-0.477209492671011","0.0021276937943074","**","-0.110929143042757","0.501397320624301","n.s.","-0.443679038344075","0.00466714726044313","**","-0.143326255788347","0.384050635437717","n.s.","-0.0477645763457853","0.772773083076023","n.s.","1","0","***","-0.0318858049447679","0.847196302759447","n.s.","-0.66345693613655","4.15767925932128e-06","***","0.40153579842077","0.0112885605794395","*","0.0551648506164134","0.73871922300765","n.s.","0.0334313542202412","0.839883603149739","n.s.","1","0","***","0.377794806575747","0.017730787498357","*","0.813744545302936","5.25969490183797e-10","***","-0.730598957398594","1.29118382909989e-07","***","0.0788668908571381","0.633188641577635","n.s.","0.808160080006114","4.95365748420795e-10","***","0.79307256193448","1.75161063431517e-09","***","-0.295609755346948","0.0676857731311105",".","0.177985196577999","0.278348055766553","n.s.","-0.574344714103191","0.000131617410514033","***","0.208644301478054","0.202424923359931","n.s.","-0.592206376641948","7.14292484181571e-05","***"
"short","0.06002028010149","0.7319761114166","n.s.","-0.272479710457881","0.0933091770384836",".","0.29068118181471","0.0726171533112365",".","0.361813322299483","0.0236173431406181","*","0.321164094191137","0.0461982379597594","*","0.229854708982151","0.159229270453216","n.s.","0.241869789324019","0.13795253329922","n.s.","-0.107396834339863","0.515202723083122","n.s.","-0.0641859176447083","0.697867955102664","n.s.","0.323931507358513","0.0472557230086197","*","0.314550424957967","0.0544317742537397",".","0.256250449690681","0.120441322452031","n.s.","0.168101496797844","0.31305457446969","n.s.","0.132826802609233","0.439956921661968","n.s.","0.154200648736319","0.34861765008869","n.s.","0.0114269135137277","0.944956620373725","n.s.","-0.269110190457818","0.0975934534975914",".","0.0662108127829192","0.688807889163717","n.s.","0.370550863650685","0.0202249616652226","*","0.178084464101717","0.284756973089954","n.s.","0.101503654425774","0.544263727983763","n.s.","-0.302797563588564","0.064622054818507",".","0.252738822398633","0.125789759986011","n.s.","-0.314161710344191","0.0547469155425229",".","0.566515353443305","0.000170174996424466","***","0.503716524343627","0.00107893527907765","**","0.353373286028916","0.0273309442042839","*","0.372678802963741","0.0194635893599162","*","0.21673461859059","0.185076058488409","n.s.","-0.0318858049447679","0.847196302759447","n.s.","1","0","***","-0.295557799616544","0.0677363439749669",".","-0.417577821357612","0.00816942976058721","**","0.214901744259181","0.188910794360627","n.s.","0.946274659737356","0","***","-0.0318858049447679","0.847196302759447","n.s.","-0.453738219158982","0.00371742706519665","**","-0.244491795947513","0.139044448714165","n.s.","0.0324466558027487","0.84454116927263","n.s.","-0.296930704395241","0.0664100063293657",".","0.00961378598621094","0.95368014357832","n.s.","0.129686529269515","0.431355995492094","n.s.","0.185168305607062","0.259089589144947","n.s.","0.230370216957733","0.15827019166526","n.s.","0.025583067069595","0.877141957755307","n.s.","-0.326386029124549","0.042572990198857","*","0.0253806351685743","0.878106784238803","n.s."
"sy","0.379429734844954","0.0245747289039269","*","0.145807935092513","0.375784024857819","n.s.","0.229041210937567","0.16075130998408","n.s.","0.207595222414467","0.204755060982855","n.s.","0.342858256748094","0.0326203788867843","*","0.0931863173954731","0.572587727725252","n.s.","-0.0292429705591945","0.859729713500631","n.s.","-0.356211674625961","0.0260316303348421","*","-0.46677605535644","0.00273980610256151","**","0.287967210984974","0.0795674528312211",".","0.337392864990549","0.0383091860934113","*","0.260325517917788","0.114450507104163","n.s.","0.19912207050146","0.230716913756591","n.s.","0.433570369141364","0.00824978877101845","**","0.407508922471911","0.0100257075170926","*","0.238134669259814","0.144328259897824","n.s.","-0.210712926674016","0.197884665382927","n.s.","0.0275418769806296","0.86781516167365","n.s.","0.325643772856241","0.0430737611322924","*","0.0107320758480569","0.949011045033398","n.s.","-0.00552498651888863","0.973737753739918","n.s.","-0.0571412555648329","0.73328858013856","n.s.","-0.0474689093067146","0.777174851492821","n.s.","-0.183888386810123","0.269092662885369","n.s.","0.34552414333715","0.0312057709078786","*","0.277124724621088","0.0876421364641504",".","0.468578044913594","0.00262420008266506","**","0.367313334432823","0.0214310185165576","*","0.197446788271061","0.228264514589254","n.s.","-0.66345693613655","4.15767925932128e-06","***","-0.295557799616544","0.0677363439749669",".","1","0","***","-0.475198968540949","0.00223530126916481","**","0.129912114102259","0.43054824084467","n.s.","-0.259948203927637","0.110005159251063","n.s.","-0.66345693613655","4.15767925932128e-06","***","-0.441719974930519","0.00487479135601337","**","-0.48254741808061","0.00215330419478762","**","0.49865315325501","0.00123356988324108","**","-0.279113506066343","0.0852987496909143",".","-0.497913230585219","0.00125773659298582","**","-0.387747801691096","0.0147292649826127","*","0.484416808100454","0.00177840781901439","**","0.175458696727112","0.285338153637848","n.s.","0.156625361109712","0.340997823073578","n.s.","-0.393590784912483","0.0131761131958027","*","0.181896995442376","0.26774750341291","n.s."
"ter","-0.540432555812444","0.000803992192898116","***","0.0749223236817895","0.650329273418387","n.s.","-0.626489030917643","1.98561086061217e-05","***","-0.684887047875038","1.51577187395301e-06","***","-0.786821033924164","2.86870430791772e-09","***","-0.277269571250495","0.087469800175811",".","-0.247587415425175","0.128599407735856","n.s.","0.644649935171095","9.45317215728103e-06","***","0.678881812619436","2.02802697835125e-06","***","-0.661281948931212","6.19120096601448e-06","***","-0.676042860085577","3.19161753973699e-06","***","-0.523022611189895","0.000754157859970692","***","-0.39473398387082","0.014185538737683","*","-0.514975289391028","0.00131003288263603","**","-0.588267495501321","8.19885925436792e-05","***","-0.274689628581383","0.0905788602410224",".","0.514286169565289","0.000810310164723216","***","-0.106620401863513","0.518262431410853","n.s.","-0.82654861016929","9.06936625169603e-11","***","-0.314207841406408","0.0547094398530146",".","-0.310409874290228","0.0578640992973367",".","0.320894041803508","0.0494905941250652","*","-0.270912964908934","0.099936507322869",".","0.624898653479395","2.74248044600522e-05","***","-0.888650333578128","4.32318559421358e-14","***","-0.870033985332171","6.41102464847558e-13","***","-0.864561510641886","1.31014392924494e-12","***","-0.855356960845973","4.0754239691179e-12","***","-0.474240215436602","0.00228827755753173","**","0.40153579842077","0.0112885605794395","*","-0.417577821357612","0.00816942976058721","**","-0.475198968540949","0.00223530126916481","**","1","0","***","-0.458158172249768","0.00335651427326411","**","-0.512747038339323","0.000845294269073688","***","0.40153579842077","0.0112885605794395","*","0.865300376353357","1.19171339463264e-12","***","0.644055809062043","1.28326464918782e-05","***","-0.446356594116156","0.00439578458220324","**","0.73596922002865","9.3583512494888e-08","***","0.304370325486507","0.0595755205930126",".","0.00364056854254288","0.98245139920674","n.s.","-0.724033007480163","1.89449695215681e-07","***","-0.705778001217605","5.2082095068498e-07","***","0.120022437413052","0.466741875258081","n.s.","0.85479320159349","4.35762537165374e-12","***","0.0564934054953725","0.732655218679444","n.s."
"N","0.533567949898822","0.000964268750407893","***","0.25884470115059","0.111577243689169","n.s.","0.413637724990692","0.00885730973562748","**","0.529889237938706","0.000521901018293303","***","0.339846830665533","0.0342812276634894","*","0.196116094499675","0.231478437996707","n.s.","0.166849783050319","0.310003758800752","n.s.","-0.402156470044392","0.0111513295265509","*","-0.349876754323844","0.029004806984407","*","0.69008536814789","1.63973954725449e-06","***","0.696653140521717","1.18558791428747e-06","***","0.459783909787245","0.00368198613258741","**","0.398056188904489","0.0133216048035085","*","0.473170395701476","0.00356207541381548","**","0.666288469326621","3.65568705462671e-06","***","0.47140124248397","0.00245166464611124","**","0.228460768990022","0.161843729851015","n.s.","0.122343800244986","0.458103947069428","n.s.","0.417797843579898","0.00813240758196287","**","-0.0775926843780664","0.643339641813529","n.s.","0.360649799763111","0.0261225560755243","*","0.0652671895608448","0.697047191255119","n.s.","-0.092656818333641","0.580066635488193","n.s.","-0.457181058248044","0.00390601200946516","**","0.39195629359463","0.013595916101107","*","0.578072105568376","0.000116196170985017","***","0.689310806428125","1.21781704987001e-06","***","0.637338694503668","1.28183571501683e-05","***","0.989005516003812","0","***","0.0551648506164134","0.73871922300765","n.s.","0.214901744259181","0.188910794360627","n.s.","0.129912114102259","0.43054824084467","n.s.","-0.458158172249768","0.00335651427326411","**","1","0","***","0.440699553591523","0.00498608546636525","**","0.0551648506164134","0.73871922300765","n.s.","-0.643172253631787","1.00597464834154e-05","***","-0.26006729424593","0.114823328926871","n.s.","0.458370513782812","0.00333997347516446","**","-0.871348562892237","5.37378159618618e-13","***","-0.283418657003273","0.0803925033180167",".","0.0311447198292235","0.85070723379881","n.s.","0.644505658394669","9.5108867848026e-06","***","0.670162098507124","3.05881744355752e-06","***","-0.672091195984924","2.7962513781068e-06","***","-0.242651174711378","0.136645480275927","n.s.","-0.722120086547873","2.11408062378615e-07","***"
"non","0.246121265088324","0.154092479493429","n.s.","-0.196894608387833","0.229594433446555","n.s.","0.339213321719417","0.0346392887034273","*","0.444553493194896","0.00457696819250009","**","0.417413945084646","0.00819709835849847","**","0.223972474939169","0.170472801209988","n.s.","0.236100637820354","0.14789004052329","n.s.","-0.204246320626143","0.212318309926485","n.s.","-0.160019851318938","0.330503698913886","n.s.","0.447036532505029","0.00489609390905366","**","0.449183876717925","0.00467008786915013","**","0.313837073578638","0.0550112221080461",".","0.223417958551771","0.177545921380378","n.s.","0.212886259468759","0.21254867782819","n.s.","0.298567199054191","0.0648559043454029",".","0.120727340640217","0.464109768898915","n.s.","-0.226875345360258","0.164854934109807","n.s.","0.0817696138798424","0.620694090554265","n.s.","0.469337503676407","0.00257677191221628","**","0.201334098671035","0.225471540997629","n.s.","0.179100002795566","0.281974360584441","n.s.","-0.311256203330605","0.0571488832204649",".","0.141583594979324","0.396489292642755","n.s.","-0.471124344426914","0.00283129808676726","**","0.646903714940289","8.59221494464713e-06","***","0.624651226052705","2.13491119716025e-05","***","0.509556699787992","0.000922114038875321","***","0.528587729044814","0.000541849261195049","***","0.432475325056641","0.00596633264973612","**","0.0334313542202412","0.839883603149739","n.s.","0.946274659737356","0","***","-0.259948203927637","0.110005159251063","n.s.","-0.512747038339323","0.000845294269073688","***","0.440699553591523","0.00498608546636525","**","1","0","***","0.0334313542202412","0.839883603149739","n.s.","-0.605060805570003","4.4970413594769e-05","***","-0.279114500497166","0.0896940938920017",".","0.107678891717659","0.514093443597682","n.s.","-0.512496980239361","0.000851103038143642","***","-0.0079071703902375","0.961896086713116","n.s.","0.19140663149823","0.243099668968149","n.s.","0.368181196998995","0.021101977445642","*","0.440262201330898","0.00503445610532882","**","-0.193218488484594","0.238583016285827","n.s.","-0.412389203918874","0.00908537666536434","**","-0.18748893742806","0.253061778491985","n.s."
"Ph","-0.0467151733835745","0.789870281800424","n.s.","-0.064630340633316","0.695875864177859","n.s.","-0.360109517004931","0.0243311172268758","*","-0.301413774332716","0.0622213064949038",".","-0.246299634775463","0.13066360326086","n.s.","-0.170778285513059","0.298585578278468","n.s.","-0.0404017808638937","0.807076189869384","n.s.","0.321617061874866","0.0458742203783533","*","0.458909157540145","0.00329833338169672","**","-0.206444709585125","0.213666295446674","n.s.","-0.241930531970339","0.143363297094476","n.s.","-0.282870855203136","0.0852822705065268",".","-0.209713140987787","0.20634427783637","n.s.","-0.630240054804496","3.79880261546173e-05","***","-0.437656219308285","0.00533118922023773","**","-0.20271185431508","0.215847622837248","n.s.","0.17748926690179","0.279711257103708","n.s.","-0.132179133124413","0.422477566125338","n.s.","-0.380295836903875","0.0169320215321659","*","-0.301144470260838","0.066168905355955",".","-0.083743241839289","0.61717160486101","n.s.","0.19831839951219","0.232643056156235","n.s.","-0.204474824189974","0.218164965879427","n.s.","0.0721746851185048","0.666748628328942","n.s.","-0.477209492671011","0.0021276937943074","**","-0.110929143042757","0.501397320624301","n.s.","-0.443679038344075","0.00466714726044313","**","-0.143326255788347","0.384050635437717","n.s.","-0.0477645763457853","0.772773083076023","n.s.","1","0","***","-0.0318858049447679","0.847196302759447","n.s.","-0.66345693613655","4.15767925932128e-06","***","0.40153579842077","0.0112885605794395","*","0.0551648506164134","0.73871922300765","n.s.","0.0334313542202412","0.839883603149739","n.s.","1","0","***","0.377794806575747","0.017730787498357","*","0.813744545302936","5.25969490183797e-10","***","-0.730598957398594","1.29118382909989e-07","***","0.0788668908571381","0.633188641577635","n.s.","0.808160080006114","4.95365748420795e-10","***","0.79307256193448","1.75161063431517e-09","***","-0.295609755346948","0.0676857731311105",".","0.177985196577999","0.278348055766553","n.s.","-0.574344714103191","0.000131617410514033","***","0.208644301478054","0.202424923359931","n.s.","-0.592206376641948","7.14292484181571e-05","***"
"unk.1","-0.63598385058167","4.02766290091194e-05","***","0.00971341040963203","0.953200671966973","n.s.","-0.60348713179773","4.76424736763809e-05","***","-0.681651673230568","1.77467835968112e-06","***","-0.712391841154465","3.64277506809538e-07","***","-0.306172378553904","0.0580072893352074",".","-0.246127122696894","0.130941985157715","n.s.","0.612979757138919","3.34765953204919e-05","***","0.608575193379616","3.94877979232877e-05","***","-0.753058992014105","4.90472452851782e-08","***","-0.776012473989242","1.0415952494533e-08","***","-0.588348099321838","0.000102378306468561","***","-0.479061812376517","0.00234320366231491","**","-0.583684250771725","0.000186400613122924","***","-0.670466603295876","3.01592080873216e-06","***","-0.310163453609431","0.0546510913875507",".","0.330485544243413","0.0398915570224156","*","-0.187600163323756","0.252775242985164","n.s.","-0.75518953089244","2.76796462030252e-08","***","-0.211272396631252","0.202913400880038","n.s.","-0.324861128208718","0.0465882206623779","*","0.228735024192974","0.167184333255476","n.s.","-0.117344724574979","0.482911610011398","n.s.","0.615715131652402","3.87800525356585e-05","***","-0.900349200653622","6.14102896856132e-15","***","-0.800542380165195","9.49899882652974e-10","***","-0.862631320217068","1.673393250854e-12","***","-0.90139211510838","5.1009168430061e-15","***","-0.671483001901436","2.87670600299869e-06","***","0.377794806575747","0.017730787498357","*","-0.453738219158982","0.00371742706519665","**","-0.441719974930519","0.00487479135601337","**","0.865300376353357","1.19171339463264e-12","***","-0.643172253631787","1.00597464834154e-05","***","-0.605060805570003","4.4970413594769e-05","***","0.377794806575747","0.017730787498357","*","1","0","***","0.577839625733943","0.000145279721804226","***","-0.500496682740519","0.00117513634268858","**","0.807761073384688","5.1291437763723e-10","***","0.334457589440967","0.0374261367155615","*","0.0181529770931816","0.912658539548219","n.s.","-0.818403060729975","1.96960051103183e-10","***","-0.744179454943779","5.63505319005483e-08","***","0.315931073643456","0.050077154439129",".","0.75922535032942","2.11316544262985e-08","***","0.270229686966173","0.096153640099286","."
"adf","-0.244359902631864","0.157155964375035","n.s.","-0.0761540732818278","0.649523488471778","n.s.","-0.472140904685394","0.00276419888146639","**","-0.456271351790428","0.00398705688432859","**","-0.507115548305938","0.00115669618912706","**","-0.0568786221377977","0.734469963624185","n.s.","0.0366168775897595","0.827230900479202","n.s.","0.493743452638299","0.00163149130348939","**","0.672761032369201","3.71007084321029e-06","***","-0.329909747482391","0.0461402469704414","*","-0.357562333087957","0.0298016972157488","*","-0.332654816717587","0.0442504977619041","*","-0.248719942126776","0.137698197084689","n.s.","-0.653974052402721","2.03950877800651e-05","***","-0.705164480470917","7.68787908371496e-07","***","-0.467216811709162","0.00310265299290419","**","0.109629067169041","0.51233696274915","n.s.","-0.055513195124108","0.740621604056028","n.s.","-0.574289531170421","0.000163076510322031","***","-0.331478715518075","0.0450523493490157","*","-0.0879060188920978","0.604903337913208","n.s.","0.315307682462678","0.0573121551079612",".","-0.16890955455648","0.317612193473883","n.s.","0.400111171452807","0.014138683950401","*","-0.658440116854345","7.00451926930259e-06","***","-0.441748061303037","0.0054934887433447","**","-0.678095239564839","2.90209078829588e-06","***","-0.375941767893098","0.0200131083026572","*","-0.330791666054888","0.0425066644211623","*","0.813744545302936","5.25969490183797e-10","***","-0.244491795947513","0.139044448714165","n.s.","-0.48254741808061","0.00215330419478762","**","0.644055809062043","1.28326464918782e-05","***","-0.26006729424593","0.114823328926871","n.s.","-0.279114500497166","0.0896940938920017",".","0.813744545302936","5.25969490183797e-10","***","0.577839625733943","0.000145279721804226","***","1","0","***","-0.7409069521193","1.04284397215958e-07","***","0.40806728607923","0.0109825198136071","*","0.728160809597744","2.2032131008487e-07","***","0.592584272471514","8.86010002951743e-05","***","-0.527676825485206","0.000662796592071355","***","-0.144447214198567","0.386908178678297","n.s.","-0.298560874937023","0.0686447913581211",".","0.364459579945168","0.0244722593607689","*","-0.334619717278052","0.0400294580456692","*"
